3183::"Third Miracle, The"::"Third Miracle, The "::1999::Sofia Polanska|Pavol Simon|Ivan Lukac|Patrik Minar|Michael Rispoli|Kenny Robinson|Rony Clanton|Ed Harris|Angela Fusco|Charles Haid|Susan Henley|Ken James|Jade Smith|Monique Mojica|James Gallanders
3184::Montana::Montana::1998::None
3185::Snow Falling on Cedars::Snow Falling on Cedars::1999::Ethan Hawke|Y˚ki KudÙ|Reeve Carney|Anne Suzuki|Rick Yune|Max von Sydow|James Rebhorn|James Cromwell|Richard Jenkins|Arija Bareikis|Eric Thal|Celia Weston|Daniel von Bargen|Akira Takayama|Ako
3186::"Girl, Interrupted"::"Girl, Interrupted "::1999::Winona Ryder|Angelina Jolie|Clea DuVall|Brittany Murphy|Elisabeth Moss|Jared Leto|Jeffrey Tambor|Vanessa Redgrave|Whoopi Goldberg|Angela Bettis|Jillian Armenante|Drucie McDaniel|Alison Claire|Christina Myers|Joanna Kerns
3187::Trans::Trans::1998::None
3188::"Life and Times of Hank Greenberg, The"::"Life and Times of Hank Greenberg, The "::1998::Reeve Brenner|Hank Greenberg|Walter Matthau|Alan M. Dershowitz|Carl Levin|Stephen Greenberg|Joseph Greenberg|Max Ticktin|Bill Mead|Lou Gehrig|Basil 'Mickey' Briggs|Don Shapiro|Bert Gordon|Joe Falls|Henry Ford
3189::My Dog Skip::My Dog Skip::1999::Luke Wilson|Frankie Muniz|Kevin Bacon|Diane Lane|Mark Beech|Susan Carol Davis|David Pickens|Bradley Coryell|Daylan Honeycutt|Cody Linley|Lucile Doan Ewing|Polly Craig|John Stiritz|Enzo|Moose
3190::Supernova::Supernova::2::James Spader|Angela Bassett|Robert Forster|Lou Diamond Phillips|Peter Facinelli|Robin Tunney|Wilson Cruz|Eddy Rice Jr.|Knox White|Kerrigan Mahan|Vanessa Marshall|
3191::"Quarry, The"::"Quarry, The "::1998::None
3192::"Terrorist, The"::"Terrorist, The (Malli) "::1998::Ayesha Dharker|K. Krishna|Sonu Sisupal|Vishwas|Anuradha|Bhavani|Parmeshwaran|Gopal|Saravana|Anna Durai|Bhanu Prakash|Shyam Sunder|Vishnuvardhan
3193::Creature::Creature::1999::Craig T. NelsonKim CattrallColm FeoreCress WilliamsMichael Reilly BurkeMichael MicheleMatthew CareyMegalyn EchikunwokeBlu MankumaJohn AylwardGiancarlo EspositoGary ReinekeJames ColemanGandolph St. ClairKennedy SamuelAntoni CoronePeter BenchleyToi Svane SteppMichel AubertinJill TeedSteve MakajRob DaprocidaRick RavanelloWarren TakeuchiColin LawrenceJuliana ProspereElvira RegisBrian Steele
3194::"Way We Were, The"::"Way We Were, The "::1973::Barbra Streisand|Robert Redford|Bradford Dillman|Lois Chiles|Patrick O'Neal|Viveca Lindfors|Allyn Ann McLerie|Murray Hamilton|Herb Edelman|Diana Ewing|Sally Kirkland|Marcia Mae Jones|Don Keefer|George Gaynes|Eric Boles
3195::Tess of the Storm Country::Tess of the Storm Country::1922::Mary Pickford|Lloyd Hughes|Gloria Hope|David Torrence|Forrest Robinson|Jean Hersholt|Danny Hoy|Robert Russell|Gus Saville|Madame De Bodamere
3196::Stalag 17::Stalag 17::1953::William Holden|Don Taylor|Otto Preminger|Robert Strauss|Harvey Lembeck|Richard Erdman|Peter Graves|Neville Brand|Sig Ruman|Michael Moore|Peter Baldwin|Robinson Stone|Robert Shawley|William Pierson|Gil Stratton
3197::"Presidio, The"::"Presidio, The "::1988::Sean Connery|Mark Harmon|Meg Ryan|Jack Warden|Mark Blum|Dana Gladstone|Jenette Goldstein|Marvin J. McIntyre|Don Calfa|John DiSanti|Robert Lesser|James Hooks Reynolds|Curtis W. Sims|Rick Zumwalt|Rosalyn Marshall
3198::Papillon::Papillon::1973::Steve McQueen|Dustin Hoffman|Victor Jory|Don Gordon|Anthony Zerbe|Robert Deman|Woodrow Parfrey|Bill Mumy|George Coulouris|Ratna Assan|William Smithers|Val Avery|Gregory Sierra|Vic Tayback|Mills Watson
3199::Pal Joey::Pal Joey::1957::Rita Hayworth|Frank Sinatra|Kim Novak|Barbara Nichols|Bobby Sherwood|Hank Henry|Elizabeth Patterson|Franklyn Farnum|Bess Flowers|Pierre Watkin
3200::"Last Detail, The"::"Last Detail, The "::1973::Jack Nicholson|Otis Young|Randy Quaid|Clifton James|Carol Kane|Michael Moriarty|Luana Anders|Kathleen Miller|Nancy Allen|Gerry Salsberg|Don McGovern|Patricia Hamilton|Michael Chapman|Jim Henshaw|Derek McGrath
3201::Five Easy Pieces::Five Easy Pieces::197::Jack Nicholson|Karen Black|Billy Green Bush|Fannie Flagg|Sally Struthers|Marlena MacGuire|Richard Stahl|Lois Smith|Helena Kallianiotes|Toni Basil|Lorna Thayer|Susan Anspach|Ralph Waite|William Challee|John P. Ryan
3202::Even Dwarfs Started Small::Even Dwarfs Started Small (Auch Zwerge haben klein angefangen)::1971::Helmut Dˆring|Paul Glauer|Gisela Hertwig|Hertel Minkner|Gertrud Piccini|Marianne Saar|Brigitte Saar|Gerd Gickel|Erna Gschwendtner|Gerhard Maerz|Alfredo Piccini|Erna Smollarz|Lajos Zsarnoczay|Pepi Hermine|
3203::Dead Calm::Dead Calm::1989::Nicole Kidman|Sam Neill|Billy Zane|Rod Mullinar|Joshua Tilden|George Shevtsov|Michael Long|Lisa Collins|Paula Hudson-Brinkley|Sharon Cook|Malinda Rutter|Benji
3204::"Boys from Brazil, The"::"Boys from Brazil, The "::1978::Gregory Peck|Laurence Olivier|James Mason|Lilli Palmer|Uta Hagen|Steve Guttenberg|Denholm Elliott|Rosemary Harris|John Dehner|John Rubinstein|Anne Meara|Jeremy Black|Bruno Ganz|Walter Gotell|David Hurst
3205::Black Sunday::Black Sunday (La Maschera Del Demonio)::196::Barbara Steele|John Richardson|Andrea Checchi|Ivo Garrani|Arturo Dominici|Enrico Olivieri|Antonio Pierfederici|Tino Bianchi|Clara Bindi|Mario Passante|Renato Terra|Germana Dominici
3206::Against All Odds::Against All Odds::1984::Rachel Ward|Jeff Bridges|James Woods|Alex Karras|Jane Greer|Richard Widmark|Dorian Harewood|Swoosie Kurtz|Saul Rubinek|Pat Corley|Bill McKinney|Allen Williams|Sam Scarber|Jon St. Elwood|Tamara Stafford
3207::"Snows of Kilimanjaro, The"::"Snows of Kilimanjaro, The "::1952::Gregory Peck|Susan Hayward|Ava Gardner|Hildegard Knef|Leo G. Carroll|Torin Thatcher|Ava Norring|Helene Stanley|Marcel Dalio|Vicente GÛmez|Richard Allan|
3208::Loaded Weapon 1::Loaded Weapon 1::1993::Emilio Estevez|Samuel L. Jackson|Jon Lovitz|Tim Curry|Kathy Ireland|Frank McRae|William Shatner|Dhiru Shah|Gokul|Thomas Bruggemann|Danny Castle|Lance Kinsey|Bill Nunn|Joyce Brothers|Lin Shaye|Robert Willis|Vito Scotti|Ken Ober|James Doohan|Lauren Abels|Richard Moll|F. Murray Abraham|Charlie Sheen|Denis Leary|Denise Richards|Mary Lynn Naggie|Suzie Hardy|Karman Kruschke|Michael Castner|J.P. Hubbell|Corey Feldman|Phil Hartman|J.T. Walsh|Erik Estrada|Larry Wilcox|Paul Gleason|Jake Johannsen|Mike L. Lajeunesse|Sherry Bilsing|Allyce Beasley|Rick Ducommun|Charles Napier|Charles Cyphers|Benjamin Kimball Smith|Danielle Nicolet|Damian Cagnolatti|Beverly Johnson|Christopher Shobe|Marcus Lasha|Hank Cheyne|Al Watson|
3209::"Loves of Carmen, The"::"Loves of Carmen, The "::1948::Rita Hayworth|Glenn Ford|Ron Randell|Victor Jory|Luther Adler|Arnold Moss|Joseph Buloff|Margaret Wycherly|Bernard Nedell|John Baragrey
3210::Fast Times at Ridgemont High::Fast Times at Ridgemont High::1982::Sean Penn|Jennifer Jason Leigh|Judge Reinhold|Robert Romanus|Brian Backer|Phoebe Cates|Ray Walston|Scott Thomson|Vincent Schiavelli|Amanda Wyss|D.W. Brown|Forest Whitaker|Kelli Maroney|Tom Nolan|Blair Tefkin|Eric Stoltz|Stanley Davis Jr.|James Russo|James Bolt|Nicolas Cage|Reginald Farmer|Anthony Edwards|Pamela Springsteen|Stuart Cornfeld|Sonny Carl Davis|Michael Wyle|David Price|Patrick Brennan|Julie Guilmette|Shelly O'Neill|Stu Nahan|Duane Tucker|Martin Brest|Douglas Brian Martin|Steven M. Martin|Taylor Negron|Kenny Lawrence|John Hollander|Ricky Redlich|Nancy Wilson|David Resnik|Erick Leroy Burdette|David Doolittle|Tom B. Bralley|Reeves Nevo|Virginia Peters|Laurie Hendricks|Lois Brandt|Ellen Fenwick|Cherie Effron|Suzanne Marie Fava|Lana Clarkson|Roy Homer Wallack|Ava Lazar|Lori Sutton
3211::"Cry in the Dark, A"::"Cry in the Dark, A "::1988::Meryl Streep|Sam Neill|Dale Reeves|David Hoflin|Jason Reason|Michael Wetter|Kane Barton|Trent Roberts|Lauren Shepherd|Bethany Ann Prickett|Alison O'Connell|Aliza Dason|Jane Coker|Rae-Leigh Henson|Nicolette Minster|Brian James|Dorothy Alison|Maurie Fields|Peter Hosking|Matthew Barker|Bruce Kilpatrick|Charles 'Bud' Tingwell|Bruce Myles|Neil Fitzpatrick|Dennis Miller|Lewis Fitz-Gerald|Brendan Higgins|Ian Swan|Sandy Gore|Kevin Miles|Edgar Metcalfe|Gary Files|Peter Aanensen|Jon Finlayson|David Ravenswood|Roderick Williams|Eve Godly|Reg Evans|Douglas Hedge|James Wright|Luciano Catenacci|Bill Johnston|Robin Dene|Geoffrey O'Connell|Michael Croft|George Viskich|Merrin Canning|Valma Pratt|Jim Holt|John Howard|Frankie J. Holden|Tim Robertson|Patsy Stephen|Ian Gilmour|Peter Sardi|Bill Garner|Marion McKenzie|Johnny Quinn|Deborra-Lee Furness|Chuck Faulkner|Pat Thomson|Terrie Waddell|James Higgins|Quentin MacLaine|Greta Mendoza|Vincent Vaccari|Abbe Holmes|David Wilson|John Heywood|John Allan|Peter Byrne|Maureen Edwards|Justin Gaffney|Lynne Ruthven|Bruce Carter|Peter Flett|Davini Malcolm|Charles Dance|James Condon|James Taylor|Mike Person|Phillip Holder|Nick Tate|Mervyn Drake|Vincent Gil|Burt Cooper|Mark Little|Tony Martin|Bruce Venables|Lawrence Held|Paul Young|Trevor Kent|Iain Murton|Daryl Pellizzer|Bill McCluskey|Debra Lawrance|Sunday Rennie|Warwick Moss|Brenda Addie|Emma Crapper|Caroline Gillmer|Reg Gorman|Kate Gorman|Steve Dodd|David Bradshaw|Sally Cooper|Jeff Truman|Marilynne Paspaley|Patricia Thompson|Peter Corbett|Jan Friedl|Beverly Gardiner|Janette Kearns|Pintapinta|Alice Nampitjimpa|Yuyuya Nampitjimpa|Grahame Litchfield|Bill Kupfer|Don Reid|Susan Leith|Alan Hopgood|Bruce Clarkson|Bob Baines|Ian McFadyen|Maggie Millar|Ruby Hunter|Ronald Falk|Billie Hammerberg|Don Bridges|John Bishop|Roy Thompson|George Harlem|Peter Tabor|David Paul Kirkpatrick|Gary Samolin|Mark Mitchell|Glenn Robbins|Robert Ratti|Shane Gooch|Peter Mazaris|Marijke Mann|Eleonara Varrenti|Peter Tulloch|Paul Karo|Julian Branagan|Andrew Maj|Gillian Norwood|Max Davidson|John Ford|Marty Fields|Tim Bell|John Larking|John Hannan|Beth Child|Kim Gyngell|Ray Hare|Paula Ruzek|Rick Yacoubian
3212::Born to Win::Born to Win::1971::George Segal|Paula Prentiss|Karen Black|Jay Fletcher|Hector Elizondo|Robert De Niro|Ed Madsen|Marcia Jean Kurtz|Irving Selbst|Tim Pelt|JosÈ PÈrez|Sylvia Syms|Jack Hollander|Alex Colon|Max Brandt|Burt Young|Roland Kindhard|Jean David|Paul Benjamin|Charles McGregor|David Milton|Cynda Westcott|Aaron Braunstein|Lockie Edwards|Diane Molneri|Jane Elder|Vic Ramos|Walter Stevens
3213::Batman::Batman:: Mask of the Phantasm::1993::Michael Keaton|Jack Nicholson|Kim Basinger|Robert Wuhl|Pat Hingle|Billy Dee Williams|Michael Gough|Jack Palance|Jerry Hall|Tracey Walter|Lee Wallace|William Hootkins|Richard Strange|Carl Chase|Mac McDonald
3214::American Flyers::American Flyers::1985::Kevin Costner|David Marshall Grant|Rae Dawn Chong|Alexandra Paul|Janice Rule|Luca Bercovici|Robert Townsend|John Amos|Doi Johnson|John Garber|Jennifer Grey|James Terry|Jessica Nelson|Tom Lawrence|Brian Drebber|Judith Jordan|Katherine Kriss|Jan Speck|Greg Walker|Sig Frohlich|John J. Caraccioli|Barbara Barron|Robert Anderson|Peter Boyles|K.C. Carr|Martin Chenoweth|Jim Flanagin|Steven Burch|Kate Sullivan|Gregg Hayden Bilson II|Christine Blackwell|Michael Harshberger|Brad Peterman|Chris Ziesmer|Emanuel Alongi|Eddy Merckx|John Barvik|John Bowen|Scott Christopher|Wesley Falker|Lindsay Hankins|Ray Hilliard|Fritz Johnston|Scott Noakes|Brian Searchinger|Bruce Thompson|Splinter Wrenn|Pat Ahern|Matt Barnes|Robert Barnes|Michael Brown|Jeff Burrows|Keith M Chatfield|Jeff Cloud|Larry Douture|Tim Draeger|Boe Freeburn|Richard Getz|Bob Grummel|Charles Hansen|Jeff Hartmann|Tom Hartmann|Scott Havlick|Tim Herrin|Sam Hilliard|John Holcombe|Greg Joder|Craig Kappes|Keith Keever|Uli Kick|Dan Klaussen|Tom Knox|Todd Kube|Dave Langdon|Kean Leader|Jeff May|Eric Michieli|Bryan Miller|Phil Miller|Dirk Mynatt|Bill Nelson|Mark Peterman|Doug Peterson|Lindon Schultz|Randy Sclar|Mark Southard|Dave Taylor|Peter Thron|Danny Valerio|Steven Van Zandt|Robert Ware|Scott Weber|Bruce Whitesel|Rod Yoder|Pat Zeller
3215::Voyage of the Damned::Voyage of the Damned::1976::Faye Dunaway|Oskar Werner|Lee Grant|Sam Wanamaker|Lynne Frederick|David de Keyser|Della McDermott|Genevieve West|Luther Adler|Wendy Hiller|Julie Harris|Nehemiah Persoff|Maria Schell|Paul Koslo|Jonathan Pryce|Brian Gilbert|Georgina Hale|Adele Strong|Milo Sperber|Max von Sydow|Malcolm McDowell|Helmut Griem|Keith Barron|Anthony Higgins|Ian Cullen|Donald Houston|David Daker|Constantine Gregory|Don Henderson|Ina Skriver|Orson Welles|James Mason|Katharine Ross|Victor Spinetti|Michael Constantine|JosÈ Ferrer|Ben Gazzara|Fernando Rey|Bernard Hepton|G¸nter Meisner|Marika Rivera|Janet Suzman|Frederick Jaeger|Denholm Elliott|Leonard Rossiter|Philip Stone
3216::Vampyros Lesbos::Vampyros Lesbos (Las Vampiras)::197::Soledad Miranda|Dennis Price|Paul Muller|Ewa Strˆmberg|Heidrun Kussin|JosÈ MartÌnez Blanco|Michael Berling|Andrea Montchal|Jes˙s Franco
3217::"Star Is Born, A"::"Star Is Born, A "::1937::Barbra Streisand|Kris Kristofferson|Gary Busey|Oliver Clark|Venetta Fields|Clydie King|Marta Heflin|M.G. Kelly|Sally Kirkland|Joanne Linville|Uncle Rudy|Paul Mazursky|Stephen Bruton|Sammy Lee Creason|Cleve Dupin|Donnie Fritts|Dean Hagen|Booker T. Jones|Jerry McGee|Art Munson|Charles Owens|Terry Paul|Jack Redmond|Bobby Shew|Mike Utley|Montrose|Bill Graham|Rita Coolidge|Tony Orlando|
3218::Poison::Poison::1991::Edith Meeks|Millie White|Buck Smith|Anne Giotta|Lydia Lafleur|Ian Nemser|Rob LaBelle|Evan Dunsky|Marina Lutz|Barry Cassidy|Richard Anthony|Angela M. Schreiber|Justin Silverstein|Chris Singh|Edward Allen|Carlos Jimenez|Larry Maxwell|Susan Norman|Al Quagliata|Michelle Sullivan|Parlan McGaw|Frank O'Donnell|Melissa Brown|Joe Dietl|Don Damico|Charles Cavalier|Kyle De Camp|Aimee Scheff|Jessica|Lorraine Traverson|Phil W. Petrie|John C. Nadeau|James Cagnard|Lauren Zalaznick|Chris Henricks|Leah Mullen|Elyse Steinberg|Bruce Cook|Andrew Bishop|Tom McCullough|Chava Tiger|Jack Tiger|Frankie Waters|Richard Hansen|Joseph Glick|Scott Renderer|James Lyons|John R. Lombardi|Tony Pemberton|Andrew Harpending|Tony Gigante|Douglas Gibson|John Leguizamo|Les Simpson|Joey Grant|Gary Ray|David Danford|Jason Bauer|Ken Schatz|Maurice Clapisson|Matthew Ebert|Marie-FranÁoise Vachon|Michael Silverman|Shaun Wilson|Nino Bua|Wayne Compton|Ray Dragon|John Duffy|John McGhee|Michael A. Miranda|Anthony J. Ribustello|Jonathan Smit|Oscar Tevez|Gideon Joslyn Brown|John Gleeson Connolly|Tom Cross|Eric Cubano|Dani Michaeli|Jim Fletcher|Tom Wayland|Norman Yugutta
3219::Pacific Heights::Pacific Heights::199::Melanie Griffith|Matthew Modine|Michael Keaton|Mako|Nobu McCarthy|Laurie Metcalf|Carl Lumbly|Dorian Harewood|Luca Bercovici|Tippi Hedren|Sheila McCarthy|Guy Boyd|Jerry Hardin|Dan Hedaya|James Staley|Miriam Margolyes|Luis Oropeza|F. William Parker|Nicholas Pryor|Tony Simotes|O-Lan Jones|Seth Isler|Dabbs Greer|Florence Sundstrom|Noel Evangelisti|Nicholas Rutherford|Tim Pulice|Ray Hanis|Takayo Fischer|Tom Nolan|Daniel MacDonald|J.P. Bumstead|Hal Landon Jr.|Hy Anzell|Tracey Walter|William Paterson|D.W. Moffett|Barbara Tyson|John Diaz|Roger Bearde|Ed Hodson|Frank DiElsi|Michael Parker|Maggy Myers Davidson|Bud Ekins|Danny Wynands|David Lloyd Wilson|Matthew Flint|Scott Freeman|Alice Barden|Danny Kovacs|Wat Takeshita|Frank Maruoka|Tohoru Masamune|Aida Anderson|Linda Austin|
3220::Night Tide::Night Tide::1961::Dennis Hopper|Linda Lawson|Gavin Muir|Luana Anders|Marjorie Eaton|Tom Dillon|H.E. West|Ben Roseman|Marjorie Cameron
3221::"Draughtsman's Contract, The"::"Draughtsman's Contract, The "::1982::Anthony Higgins|Janet Suzman|Anne-Louise Lambert|Hugh Fraser|Neil Cunningham|Dave Hill|David Gant|David Meyer|Tony Meyer|Nicholas Amer|Suzan Crowley|Lynda La Plante|Michael Feast|Alastair G. Cumming|Steve Ubels|Ben Kirby|Sylvia Rotter|Kate Doherty|David Joss Buckley|Michael Carter|Vivienne Chandler|Geoffrey Larder|Harry Van Engel|George Miller|
3222::Carmen::Carmen::1984::None
3223::"Zed & Two Noughts, A"::"Zed & Two Noughts, A "::1985::AndrÈa FerrÈol|Brian Deacon|Eric Deacon|Frances Barber|Joss Ackland|Jim Davidson|AgnËs Brulet|Guusje van Tilborgh|Gerard Thoolen|Ken Campbell|Wolf Kahler|Geoffrey Palmer|David Attenborough
3224::Woman in the Dunes::Woman in the Dunes (Suna no onna)::1964::Eiji Okada|KyÙko Kishida|Hiroko ItÙ|KÙji Mitsui|Sen Yano|GinzÙ Sekiguchi|
3225::Down to You::Down to You::2::Freddie Prinze Jr.|Julia Stiles|Selma Blair|Shawn Hatosy|Zak Orth|Ashton Kutcher|Rosario Dawson|Henry Winkler|Lucie Arnaz|Lauren German|Zay Harding|Amanda Barfield|Chloe Hunter|Granger Green|Jed Rhein|Joseff Stevenson|Bradley Pierce|Elizabeth Levin|Lola Glaudini|Robin Nance|Mary Wigmore|Alexia Landeau|Caroline Ambrose|Adam Carolla|Jimmy Kimmel|Jason Bailey|Jennifer Albano|Chris Desmond|Susan Blommaert|Julian Michael Caiazzo|Jerry Careccio|Chloe Beardman|Frank Wood|Joanna Adler|Mimi Langeland|Elizabeth Page|Mark Blum|David Logan|Joanna Myers|Richard Galella|Michael J. Conti
3226::Hellhounds on My Trail::Hellhounds on My Trail::1999::Roosevelt Barnes|Rory Block|R.L. Burnside|Guy Davis|Robert Johnson|Junior Kimbrough|Robert Lockwood Jr.|Keb' Mo'|David A. Stewart|Rob Wasserman|Bob Weir|Chris Whitley
3227::"Not Love, Just Frenzy"::"Not Love, Just Frenzy (M√°s que amor, frenes√≠) "::1996::Nancho Novo|Cayetana GuillÈn Cuervo|Ingrid Rubio|Beatriz Santiago|Gustavo SalmerÛn|Javier Manrique|Javier Albal·|Liberto Rabal|Bibiana Fern·ndez|Juan Diego Botto|Daniel Mirabal|Juanfra Becerra|Paloma Tabasco|Nuria Gallardo|Carlos Bardem|Amanda|Ernesto Alterio|Maite Pastor|CÈsar Vea|Blanca Sanrom·n|MarÌa Esteve|MÛnica Bardem|La Calva|Carlos Olivares|JosÈ Manuel Cervino|Fernando Colomo|PenÈlope Cruz|Antonio de la Torre|PepÛn Nieto|Amelia Ochandiano|Luca Iezzi|Miriam Akinfenwa|Javier Albacete|Jes˙s Llorente|Elena MartÌn|Raquel Roca
3228::Wirey Spindell::Wirey Spindell::1999::Eric Schaeffer|Eric Mabius|Devin Matthews|Zane Adlum|Callie Thorne|Samantha Buck|Jennifer Wiltsie|Peggy Gormley|John Doman|Caroline Strong|Don Creech|John Deyle|Bryan Callen|Mel Rodriguez|Stefan Niemczyk|Gerry Rosenthal|Bill Weeden|Jim Gaffigan|Jenna Stern|Leanne Whitney|Greg Haberny|Michelle Hurst|David Healy
3229::Another Man's Poison::Another Man's Poison::1952::Bette Davis|Gary Merrill|Emlyn Williams|Anthony Steel|Barbara Murray|Reginald Beckwith|Edna Morris
3230::"Odessa File, The"::"Odessa File, The "::1974::Jon Voight|Maximilian Schell|Maria Schell|Mary Tamm|Derek Jacobi|Peter Jeffrey|Klaus Lˆwitsch|Kurt Meisel|Hannes Messemer|Garfield Morgan|Shmuel Rodensky|Ernst Schrˆder|G¸nter Strack|Noel Willman|Martin Brandt|Hans Caninenberg|Heinz Ehrenfreund|Alexander Golling|Towje Kleiner|G¸nter Meisner|Gunnar Mˆller|Elisabeth Neumann-Viertel|Christine Wodetzky|Werner Bruhns|Til Kiwe|Georg Marischka|Joachim Dietmar Mues|Hans Wypr‰chtiger|Cyril Shaps|
3231::"Saphead, The"::"Saphead, The "::192::Edward Jobson|Beulah Booker|Edward Connelly|Edward Alexander|Irving Cummings|Odette Tyler|Carol Holloway|Jack Livingston|William H. Crane|Buster Keaton
3232::Seven Chances::Seven Chances::1925::Buster Keaton|T. Roy Barnes|Snitz Edwards|Ruth Dwyer|Frances Raymond|Erwin Connelly|Jules Cowles
3233::Smashing Time::Smashing Time::1967::Rita Tushingham|Lynn Redgrave|Michael York|Anna Quayle|Irene Handl|Ian Carmichael|Jeremy Lloyd|Toni Palmer|George A. Cooper|Peter Jones|Arthur Mullard|Ronnie Stevens|John Clive|Mike Lennox|Sydney Bromley|David Lodge|Amy Dalby|Murray Melvin|Bruce Lacey|Cardew Robinson|Ray Mackin|Tomorrow|Bart Allison|G·bor Baraker|Eve Belton|Kate Binchy|Yuri Borienko|Teresa Buckingham|Veronica Carlson|Golda Casimir|Richard Coe|Julian Curry|Paul Danquah|Desmond Davies|Jonathan Elsom|Olivia Farjeon|Tom Gill|Danny Green|Luanshya Greer|Geoffrey Hughes|Brenda Kempner|Leigh Kostelanetz|Sam Kydd|Valerie Leon|Arthur Lovegrove|George O'Gorman|Stuart Saunders|Frank Sieman|Will Stampe|Bernard Stone|Adele Strong|Michael Ward|Jerold Wells|Susan Whitman
3234::Train Ride to Hollywood::Train Ride to Hollywood::1978::Willis Draffen Jr.|Charles Love|Charles McCormick|Harry Williams|Michael Payne|Guy Marks|Jay Robinson|Jay Lawrence|Phyllis Davis|Roberta Collins|Bill Oberlin|John Myhers|Tracy Reed|Gerri Reddick|Peter Ratray|Ann Willis|Elliot Robins|Peter Gonneau|Jack DeLeon|Jessamine Milner|Burt Mustin|Jimmy Lennon Sr.|Bob Westmoreland|Don Dandridge|Whitey Hughes
3235::Where the Buffalo Roam::Where the Buffalo Roam::198::Peter Boyle|Bill Murray|Bruno Kirby|Rene Auberjonois|R.G. Armstrong|Danny Goldman|Rafael Campos|Leonard Frey|Leonard Gaines|Otis Day|Mark Metcalf|Jon Shear|Joseph Ragno|Quinn K. Redeker|Lisa Taylor|Danny Tucker|Jon Acevedo|Phillip L. Allan|Lee Allen|Juli Andelman|Janit Baldwin|Bruce Paul Barbour|Marsha Bissler|Jack Caddin|David Castle|Linden Chiles|Suzanne Coltrin|Caesar Cordova|Michael Cornelison|Brian Cummings|Ron Cummins|Joshua Daniel|Sonny Carl Davis|Richard M. Dixon|Susan Elliot|Suzanne Elliott|Les Engel|Reginald Farmer|Lou Felder|Randy Glass|Doris Hargrave|Jim Healy|Cork Hubbert|Doreen Jaros|Sunny Johnson|Susan Kellermann|Garry Kelly|Charles Konya|Marguerite Lamar|Jerry Maren|Miles McNamara|John Moio|Inga Neilsen|Craig T. Nelson|Jessica Nelson|Tom Oberhaus|Dennis O'Flaherty|Nancy Parsons|Steven Peterman|Cari M. Pike|Rose Portillo|Ross Reynolds|Morgan Roberts|Dennis Robertson|Wally Rose|Arthur Rosenberg|¡ngel Salazar|Art Scholl|Richard Seff|Jamie Squire|Michael Stepanian|Matthew Tobin|Harold Van Buskirk|Biff Warren|Carol Williard|Paul Willson|Kenneth Wolger|
3236::Zachariah::Zachariah::1971::John Rubinstein|Patricia Quinn|Don Johnson|Country Joe and the Fish|Elvin Jones|Doug Kershaw|William Challee|Robert Ball|Dick Van Patten|James Gang|White Lightnin'|The New York Rock Ensemble
