1469::Visitors, The::Christian Clavier|Jean Reno|Valérie Lemercier|Marie-Anne Chazel|Christian Bujeau|Isabelle Nanty|Gérard Séty|Didier Pain|Jean-Paul Muel|Arielle Sémenoff|Michel Peyrelon|Pierre Vial|François Lalande|Didier Bénureau|Frédéric Baptiste
1470::Little Princess, The::Shirley Temple
1471::Nina Takes a Lover::Laura San Giacomo|Paul Rhys|Michael O'Keefe|Cristi Conaway|Fisher Stevens|Alan Lightner|Vincent Lars|Carter Collins|Michelle Koeppe|Marianna Åström-De Fina
1472::Bhaji on the Beach::Kim Vithana|Jimmi Harkishin|Sarita Khajuria|Akbar Kurtha|Mo Sesay|Lalita Ahmed|Shaheen Khan|Zohra Sehgal|Amer Chadha-Patel|Nisha Nayar|Renu Kochar|Surendra Kochar|Souad Faress|Tanveer Ghani|Peter Cellier
1473::Raw Deal::Dennis O'Keefe|Claire Trevor|Marsha Hunt|John Ireland|Raymond Burr|Curt Conway|Chili Williams|Richard Fraser|Regis Toomey|Whit Bissell|Cliff Clark
1474::Nightwatch::Anais Evans|Ewan McGregor|Nick Nolte|Erich Anderson|Josh Brolin|Lauren Graham|Patricia Arquette|Lonny Chapman|Scott Burkholder|Brad Dourif|Michael Matthys|Alison Gale|Robert LaSardo|Mongo Brownlee|Candy Ann Brown
1475::Dead Presidents::Larenz Tate|Keith David|Chris Tucker|Freddy Rodríguez|Rose Jackson|N'Bushe Wright|Alvaleta Guess|James Pickens Jr.|Jenifer Lewis|Clifton Powell|Elizabeth Rodriguez|Terrence Howard|Ryan Williams|Larry McCoy|Rodney Winfield
1476::Reckless::Mia Farrow|Tony Goldwyn|Juana Barrios|Mike Heibeck|Vee Brown|Jack Gilpin|Scott Glenn|Mary-Louise Parker|William Duell|Deborah Rush|Anthony Pagano|Debra Monk|Giancarlo Esposito|Joanne Krispin|Lisa Krispin
1477::Herbie Rides Again::Helen Hayes|Ken Berry|Stefanie Powers|John McIntire|Keenan Wynn|Huntz Hall|Ivor Barry|Dan Tobin|Vito Scotti|Raymond Bailey|Liam Dunn|Elaine Devry|Chuck McCann|Richard X. Slattery|Hank Jones
1478::S.F.W.::Stephen Dorff|Reese Witherspoon|Jake Busey|Joey Lauren Adams|Pamela Gidley|David Barry Gray|Jack Noseworthy|Richard Portnow|Edward Wiley|Lela Ivey|Natasha Gregson Wagner|Annie McEnroe|Virgil Frye|Francesca P. Roberts|Soon-Tek Oh
1479::Gate of Heavenly Peace, The::Deborah Amos|Carma Hinton|Edward Stanley|
1480::Man in the Iron Mask, The::Leonardo DiCaprio|Jeremy Irons|John Malkovich|Gérard Depardieu|Gabriel Byrne|Anne Parillaud|Judith Godrèche|Edward Atterton|Peter Sarsgaard|Hugh Laurie|David Lowe|Brigitte Boucher|Matthew Jocelyn|Karine Belly|Emmanuel Guttierez
1481::Jerky Boys, The::Nonez|Nonez
1482::Colonel Chabert, Le::Gérard Depardieu|Fanny Ardant|Fabrice Luchini|André Dussollier|Daniel Prévost|Olivier Saladin|Maxime Leroux|Eric Elmosnino|Guillaume Romain|Patrick Bordier|Claude Rich|Jean Cosmos|Jacky Nercessian|Albert Delpy|Marc Maidenberg
1483::Girl in the Cadillac::Erika Eleniak|William McNamara|Michael Lerner|Bud Cort|Ed Lauter|Valerie Perrine|William Shockley|Leland Orser|Mark Voland|Meredith Salenger|Ed Bernard|Tim Choate|Patrick Thomas O'Brien|Dink O'Neal|Gary Anello
1484::Even Cowgirls Get the Blues::Uma Thurman|Lorraine Bracco|Pat Morita|Angie Dickinson|Keanu Reeves|John Hurt|Rain Phoenix|Ed Begley Jr.|Carol Kane|Sean Young|Crispin Glover|Roseanne Barr|Buck Henry|Grace Zabriskie|Treva Jeffryes
1485::Germinal::Miou-Miou|Renaud|Jean Carmet|Judith Henry|Jean-Roger Milo|Gérard Depardieu|Laurent Terzieff|Bernard Fresson|Jean-Pierre Bisson|Jacques Dacqmine|Anny Duperey|Gérard Croce|Frédéric van den Driessche|Annick Alane|Pierre Lafont
1486::Chasers::Tom Berenger|William McNamara|Erika Eleniak|Crispin Glover|Matthew Glave|Grand L. Bush|Dean Stockwell|Bitty Schram|Gary Busey|Seymour Cassel|Frederic Forrest|Marilu Henner|Dennis Hopper|Scott Marlowe|Jim Grimshaw
1487::Fausto::Ken Higelin|Jean Yanne|Florence Darel|François Hauteserre|Maurice Bénichou|Bruce Myers|Maïté Nahyr|François Chattot|Arthur H.|Marianne Groves|Frédérique Lopez|Alfred Cohen|Renaud Ménager|Arnaud Churin|Clara Bellar
1488::Tough and Deadly::Billy Blanks|Roddy Piper|Richard Norton|Charles Kahlenberg|James Karen|Gary Kasper|Sal Landi|Phil Morris|Lisa Stahl|Brant von Hoffman|Frank Di Paolo|Ronald E. House|Lisa Comshaw|Robert Werhan|Ed Berke
1489::Window to Paris::Nonez|Nonez
1490::Modern Affair, A::Lisa Eichhorn|Stanley Tucci|Caroline Aaron|Mary Jo Salerno|Robert Joy|Wesley Addy|Robert LuPone|Cynthia Martells|J. Smith-Cameron|Vincent Young|Tammy Grimes|Len Stanger|Jon Huberth|Jim Lavin|Claywood Sempliner
1491::Mostro, Il::Roberto Benigni|Michel Blanc|Nicoletta Braschi|Dominique Lavanant|Jean-Claude Brialy|Laurent Spielvogel|Ivano Marescotti|Franco Mescolini|Massimo Girotti|Luciana Palombi|Vittorio Amandola|Rita Di Lernia|Gennaro Morrone|Vincenzo Vitagliano|Giulio Turli
1492::Flirt::Paul Austin|Robert John Burke|Martin Donovan|Erica Gimpel|Michael Imperioli|Holt McCallany|Lianna Pai|Harold Perrineau|Parker Posey|Bill Sage|Patricia Scanlon|Paul Schulze|Karen Sillas|Hannah Sullivan|José Zúñiga
1493::Carpool::Tom Arnold|David Paymer|Rhea Perlman|Rod Steiger|Kim Coates|Rachael Leigh Cook|Mikey Kovar|Micah Gardener|Jordan Warkol|Colleen Rennison|Ian Tracey|John Tench|Stellina Rusich|David Kaye|Obba Babatundé
1494::Line King: Al Hirschfeld, The::Julie Andrews|Lauren Bacall|Carol Channing|Cy Coleman|Joan Collins|Betty Comden|Margo Feiden|Jules Feiffer|Frank Gifford|Kathie Lee Gifford|Robert Goulet|Adolph Green|Dolly Haas|Jerry Herman|Al Hirschfeld
1495::Farmer & Chase::Todd Field|Ben Gazzara|Lara Flynn Boyle|Ron Kaell|David Booth|Steven Anthony Jones|George Maguire|Ted Draper|Luis Oropeza|David D. Renaud|Michael De Martini|Jack Byrne|Pamela Dunham|Yuri Lane|Ira Steen
1496::Grosse Fatigue::Michel Blanc|Carole Bouquet|Philippe Noiret|Josiane Balasko|Marie-Anne Chazel|Christian Clavier|Guillaume Durand|Charlotte Gainsbourg|David Hallyday|Estelle Lefébure|Gérard Jugnot|Dominique Lavanant|Thierry Lhermitte|Mathilda May|Roman Polanski
1497::Santa with Muscles::Hulk Hogan|Don Stark|Robin Curtis|Garrett Morris|Aria Noelle Curzon|Adam Wylie|Mila Kunis|Jennifer Paz|Clint Howard|William Newman|Robert Apisa|Pierre Dulat|Steve Valentine|Ed Begley Jr.|Kai Ephron
1498::Prisoner of the Mountains::Nonez|Nonez
1499::Naked in New York::Gene Siskel|Roger Ebert
1500::Gold Diggers: The Secret of Bear Mountain::Christina Ricci|Anna Chlumsky|Polly Draper|Brian Kerwin|Diana Scarwid|David Keith|Gillian Barber|Ashleigh Aston Moore|Jewel Staite|Amy Kirk|Dwight McFee|Andrew Wheeler|Roger Cross|Kimberley Warnat|Jesse Moss
1501::Bewegte Mann, Der::Til Schweiger|Joachim Król|Katja Riemann|Rufus Beck|Armin Rohde|Nico van der Knaap|Antonia Lang|Martina Gedeck|Judith Reinartz|Kai Wiesinger|Horst D. Scheel|Christof Wackernagel|Martin Armknecht|Heinrich Schafmeister|Helmut Buchel
1502::Killer: A Journal of Murder::James Woods|Robert Sean Leonard|Ellen Greene|Cara Buono|Robert John Burke|Richard Riehle|Harold Gould|John Bedford Lloyd|Jeffrey DeMunn|Conrad McLaren|Steve Forrest|Richard Council|Christopher Petrosino|Michael Jeffrey Woods|Rob Locke Jones
1503::Nelly & Monsieur Arnaud::Emmanuelle Béart|Michel Serrault|Jean-Hugues Anglade|Claire Nadeau|Françoise Brion|Michèle Laroque|Michael Lonsdale|Charles Berling|Jean-Pierre Lorit|Michel Albertini|Coraly Zahonero|Graziella Delerm|Olivier Pajot|Alexandre Chappuis|Karine Foviau
1504::Three Lives and Only One Death::Marcello Mastroianni|Anna Galiena|Marisa Paredes|Melvil Poupaud|Chiara Mastroianni|Arielle Dombasle|Féodor Atkine|Jean-Yves Gautier|Jacques Pieiller|Pierre Bellemare|Smaïn|Lou Castel|Roland Topor|Jacques Delpi|Jean Badin
1505::Babysitter, The::Alicia Silverstone|Jeremy London|J.T. Walsh|Lee Garlington|Nicky Katt|Lois Chiles|George Segal|Ryan Slater|Brittany English Stephens|Tuesday Knight|Eric Menyuk|Matthew Kimbrough|Jane Alden|Noel Evangelisti|Michael Chieffo
1506::Getting Even with Dad::Macaulay Culkin|Ted Danson|Glenne Headly|Saul Rubinek|Gailard Sartain|Sam McMurray|Hector Elizondo|Sydney Walker|Kathleen Wilhoite|Dann Florek|Ron Canada|Ralph Peduto|Bert Kinyon|Melvin Thompson|Danny James Hunter
1507::Mad Dog Time::Michael J. Pollard|Henry Silva|Gabriel Byrne|Jeff Goldblum|Ellen Barkin|Gregory Hines|Angie Everhart|Kyle MacLachlan|Billy Idol|Juan Fernández|Billy Drago|Christopher Jones|Richard Dreyfuss|Burt Reynolds|Réal Andrews
1508::Children of the Revolution::Judy Davis|Sam Neill|F. Murray Abraham|Richard Roxburgh|Rachel Griffiths|Geoffrey Rush|Russell Kiefel|John Gaden|Ben McIvor|Marshall Napier|Ken Radley|Fiona Press|Alex Menglet|Rowan Woods|Barry Langrishe
1509::World of Apu, The::Soumitra Chatterjee|Sharmila Tagore|Alok Chakravarty|Swapan Mukherjee|Tushar Bandyopadhyay|Gupi Banerjee|Panchanan Bhattacharya|Shanti Bhattacherjee|Jiten Bhons|Abhijit Chatterjee|Jogesh Chatterjee|Asha Devi|Belarani Devi|Sefalika Devi|Biren Ghosh
1510::Sprung::Tisha Campbell-Martin|Rusty Cundieff|Paula Jai Parker|Joe Torry|John Witherspoon|Jennifer K. Lee|Clarence Williams III|Loretta Jean|Ronnie Willis|John Ganun|David McKnight|Ron Brooks|Bobby McGee|Moon Jones|Bobby Mardis
1511::Dream With the Fishes::David Arquette|Brad Hunt|Cathy Moriarty|Kathryn Erbe|Patrick McGaw|J.E. Freeman|Timi Prulhiere|Anita Barone|Allyce Beasley|Peter Gregory|Richmond Arquette|George Maguire|Kristina Robbins|Katherine Copenhaver|Gary Brickman
1512::Wings of Courage::Craig Sheffer|Tom Hulce|Elizabeth McGovern|Val Kilmer|Ken Pogue|Ron Sauvé|Freddy Andreiuci|
1513::Wedding Gift, The::Deepak Tijori|Reema Lagoo|Farida Jalal|Supriya Karnik|Alok Nath|Deep Raj Rana|Srishti Gautam|Haarsh Nagar
1514::Race the Sun::Halle Berry|Jim Belushi|Bill Hunter|Casey Affleck|Eliza Dushku|Kevin Tighe|Anthony Ruivivar|J. Moki Cho|Dion Basco|Sara Tanaka|Nadja Pionilla|Adriane Napualani Uganiza|Steve Zahn|Robert Hughes|Jeff Truman
1515::Losing Isaiah::Jessica Lange|Halle Berry|David Strathairn|Cuba Gooding Jr.|Daisy Eagan|Marc John Jefferies|Samuel L. Jackson|Joie Lee|Regina Taylor|LaTanya Richardson Jackson|Jacqueline Brookes|Donovon Ian H. McKnight|Rikkia A. Smith|Paulette McDaniels|Velma Austin
1516::New Jersey Drive::Shar-Ron Corley|Gabriel Casseus|Saul Stein|Gwen McGee|Andre Moore|Donald Faison|Conrad Meertins Jr.|Devin Eggleston|Koran C. Thomas|Michele Morgan|Samantha Brown|Christine Baranski|Robert Jason Jackson|Roscoe Orman|Heavy D
1517::Fear, The::Eddie Bowz|Heather Medway|Ann Turkel|Vince Edwards|Darin Heames|Anna Karin|Antonio Lewis Todd|Leland Hayward III|Monique Mannen|Erick Weiss|Wes Craven|Hunter Bedrosian|Rebecca Baldwin|Gregory Littman|Stacy Edwards
1518::Mr. Wonderful::Matt Dillon|Annabella Sciorra|Mary-Louise Parker|William Hurt|Vincent D'Onofrio|David Barry Gray|Dan Hedaya|Bruce Kirby|Luis Guzmán|Jessica Harper|Joanna Merlin|Jennifer Alonzi|Frank E. Smurlo Jr.|Bruce Altman|Peter Appel
1519::Trial by Jury::Joanne Whalley|Armand Assante|Gabriel Byrne|William Hurt|Kathleen Quinlan|Margaret Whitton|Ed Lauter|Richard Portnow|Lisa Arrindell|Jack Gwaltney|Graham Jarvis|William R. Moses|Joe Santos|Beau Starr|Bryan Shilowich
1520::Good Man in Africa, A::Colin Friels|Sean Connery|John Lithgow|Diana Rigg|Louis Gossett Jr.|Joanne Whalley|Sarah-Jane Fenton|Maynard Eziashi|Jeremy Crutchley|Jackie Mofokeng|Daphne Greenwood|Themba Ndaba|David Phetoe|Dambuza Mdledle|Lillian Dube
1521::Kaspar Hauser::André Eisermann|Udo Samel|Jeremy Clyde|Katharina Thalbach|Cécile Paoli|Hansa Czypionka|Hermann Beyer|Dieter Mann|Johannes Silberschneider|Peter Lohmeyer|Tilo Nest|Dieter Laser|Uwe Ochsenknecht|Anja Schiller|Gerd Lohmeyer
1522::Object of My Affection, The::Paul Rudd|Kali Rocha|Jennifer Aniston|Lena Cardwell|Natalie B. Kikkenborg|Lauren Pratt|Hayden Panettiere|Lauren Chen|Liam Aiken|Alan Alda|Allison Janney|Tim Daly|Janet Zarish|Ellen Tobie|Virl Andrick
1523::Witness::Harrison Ford|Kelly McGillis|Josef Sommer|Lukas Haas|Jan Rubes|Alexander Godunov|Danny Glover|Brent Jennings|Patti LuPone|Angus MacInnes|Frederick Rolf|Viggo Mortensen|John Garson|Beverly May|Ed Crowley
1524::Senseless::Marlon Wayans|Brad Dourif|Esther Scott|Debra Jo Rupp|Mark Christopher Lawrence|Matthew Lillard|David Spade|Tamara Taylor|John Ingle|Rip Torn|Ernie Lively|Jenette Goldstein|Kenya Moore|Constance Zimmer|Ken Lerner
1525::Nowhere::James Duval|Rachel True|Nathan Bexton|Chiara Mastroianni|Debi Mazar|Kathleen Robertson|Joshua Gibran Mayweather|Jordan Ladd|Christina Applegate|Sarah Lassez|Guillermo Díaz|Jeremy Jordan|Alan Boyce|Jason Simmons|Ryan Phillippe
1526::Underground::Predrag 'Miki' Manojlovic|Lazar Ristovski|Mirjana Jokovic|Slavko Stimac|Ernst Stötzner|Srdjan 'Zika' Todorovic|Mirjana Karanovic|Milena Pavlovic|Danilo 'Bata' Stojkovic|Bora Todorovic|Davor Dujmovic|Nele Karajlic|Branislav Lecic|Dragan Nikolic|Erol Kadic
1527::Jefferson in Paris::Nick Nolte|Gwyneth Paltrow|Estelle Eonnet|Thandie Newton|Seth Gilliam|Todd Boyce|Nigel Whitmey|Nicolas Silberg|Catherine Samie|Lionel Robert|Stanislas Carré de Malberg|Jean Rupert|Yvette Petit|Paolo Mantini|Frédéric van den Driessche
1528::Far From Home: The Adventures of Yellow Dog::Mimi Rogers|Bruce Davison|Jesse Bradford|Tom Bower|Joel Palmer|Dakotah|Josh Wannamaker|Margot Finley|Matthew Bennett|St. Clair McColl|Jennifer Weissenborn|Gordon Neave|Karen Kruper|Dean Lockwood|John LeClair
1529::Foreign Student::Robin Givens|Marco Hofschneider|Rick Johnson|Charlotte Ross|Edward Herrmann|Jack Coleman|Charles S. Dutton|Hinton Battle|Anthony Herrera|Bob Child|David Long|Ruth Williamson|Michael Reilly Burke|Michael Goodwin|Jon Hendricks
1530::I Don't Want to Talk About It::Marcello Mastroianni|Luisina Brando|Alejandra Podesta|Betiana Blum|Roberto Carnaghi|Alberto Segado|Mónica Lacoste|Jorge Luz|Mónica Villa|Juan Manuel Tenuta|Tina Serrano|Verónica Llinás|Susana Cortínez|Martin Kalwill|Walter Marín
1531::Twin Town::Llyr Ifans|Rhys Ifans|Dorien Thomas|Dougray Scott|Buddug Williams|Ronnie Williams|Huw Ceredig|Rachel Scorgie|Di Botcher|Mary Allen|Paul Durden|David Hayman|Kevin Allen|Brian Hibbard|Morgan Hopkins
1532::Enfer, L'::Nonez|Nonez
1533::Aiqing wansui::Nonez|Nonez
1534::Cosi::Ben Mendelsohn|Barry Otto|Toni Collette|Rachel Griffiths|Aden Young|Colin Friels|Jacki Weaver|Pamela Rabe|Paul Chubb|Colin Hay|David Wenham|Tony Llewellyn-Jones|Kerry Walker|Robin Ramsay|Henry Maas
1535::All Over Me::Alison Folland|Tara Subkoff|Cole Hauser|Wilson Cruz|Leisha Hailey|Pat Briggs|Ann Dowd|Gene Canfield|Shawn Hatosy|Vincent Pastore|David Lee Russek|Aaron Harpold|John Ottavino|A. Russell Andrews|Gary Lucas
1536::Being Human::Lenora Crichlow|Michael Socha|Damien Molony|Gina Bramhill|Anthony Flanagan|Russell Gomer|Andrew Gower|Tamla Kari|Louis Mahoney
1537::Amazing Panda Adventure, The::Stephen Lang|Ryan Slater|Yi Ding|Wang Fei|Zhou Jian Zhong|Yao Er Ga|O Mi Jia Can|Cheu Gang|He Yu|Yeh Hui|Shou Wei|Isabella Hofmann|Brian Wagner|Joanne Dorian|Doug Abrahams
1538::Beans of Egypt, Maine, The::Martha Plimpton|Kelly Lynch|Rutger Hauer|Patrick McGaw|Richard Sanders|Lance Robinson|Rae Adams|Ariana Lamon-Anderson|Michael MacRae|James Gervasi|Sue Ann Gilfillan|Susanna Burney|Marjorie Nelson|Jim Chiros|Todd Moore
1539::Scarlet Letter, The::Lillian Gish|Lars Hanson|Henry B. Walthall|Karl Dane|William H. Tooker|Marcelle Corday|Fred Herzog|Jules Cowles|Mary Hawes|Joyce Coad|James A. Marcus
1540::Johns::David Arquette|Lukas Haas|Tony Epper|John C. McGinley|Keith David|Wilson Cruz|Joshua Schaefer|Sydney Lassick|Chris Gartin|Ruth Silver|Alanna Ubach|N'Bushe Wright|Richard T. Jones|Richard Kind|Elliott Gould
1541::It Takes Two::Kirstie Alley|Steve Guttenberg|Mary-Kate Olsen|Ashley Olsen|Philip Bosco|Jane Sibbett|Michelle Grisom|Desmond Robertson|Tiny Mills|Shanelle Henry|Anthony Aiello|LaTonya Borsay|Michèle Lonsdale Smith|Sean Orr|Elizabeth Walsh
1542::Frankie Starlight::Corban Walker|Niall Toibin|Owen Roe|Gabriel Byrne|Anne Parillaud|Alan Devine|Edward Naessens|Laurent Mellet|Ulrich Funke|Guy Verame|Christine Keane|Victoria Begeja|Julian Negulesco|Jean-Claude Frissung|Corine Blue
1543::Shadows::Zygmunt Bielawski|Jerzy Binczycki|Mieczyslaw Janowski|Jerzy Kaszubowski|Andrzej Kowalik|Bogdan Kuczkowski|Eugeniusz Kujawski|Igor Kujawski|Eliasz Kuziemski|Slawa Kwasniewska|Boguslaw Linda|Beata Maj|Ludomir Olszewski|Ryszard Radwanski|Beata Redodober
1544::Show, The::Elizabeth Berkley|Kyle MacLachlan|Gina Gershon|Glenn Plummer|Robert Davi|Alan Rachins|Gina Ravera|Lin Tucci|Greg Travis|Al Ruscio|Patrick Bristow|William Shockley|Bobbie Phillips|Dewey Weber|Rena Riffel
1545::The Courtyard::Andrew McCarthy|Mädchen Amick|Cheech Marin|David Packer|Bonnie Bartlett|Vincent Schiavelli|David Proval|Jonathan Penner|Lara Piper|John Wesley|Channon Roe|Jan Hoag|Denver Mattson|Dot-Marie Jones|Steven Jang
1546::Dream Man::Patsy Kensit|Bruce Greenwood|Andrew McCarthy|Denise Crosby|Armin Shimerman|Jim Byrnes|Jay Brazeau|John Cassini|Dawn Pendlebury|L. Harvey Gold|Colleen Rennison|Cameron Bancroft|Lisa Bunting|Megan Blake|Brian Doctor
1547::Destiny Turns on the Radio::Dylan McDermott|Nancy Travis|James Le Gros|Quentin Tarantino|Jim Belushi|Janet Carroll|David Cross|Richard Edson|Bobcat Goldthwait|Barry Shabaka Henley|Lisa Jane Persky|Sarah Trigger|Tracey Walter|Allen Garfield|Ralph Brannen
1548::Glass Shield, The::Erich Anderson|Richard Anderson|Thomas Babson|Monty Bane|Ernie Lee Banks|Michael Boatman|Jean Hubbard-Boone|James Boyce|Gaye Shannon-Burnett|Bernie Casey|Linden Chiles|Janet Claire|Victor Contreras|Wanda De Jesus|Bill Dearth
1549::Hunted, The::Christopher Lambert|John Lone|Joan Chen|Yoshio Harada|Yôko Shimada|Mari Natsuki|Tak Kubota|Masumi Okada|Tatsuya Irie|Michael Warren|Bart Anderson|James Saito|Seth Sakai|Toshishiro Obata|Ken Kensei
1550::Underneath, The::Nonez|Nonez
1551::Safe Passage::Susan Sarandon|Nick Stahl|Sam Shepard|Marcia Gay Harden|Robert Sean Leonard|Sean Astin|Patricia Reeves|Joe Lisi|Matt Keeslar|Marvin Scott|Bill Boggs|Christopher Wynkoop|Kathryn Kinley|Philip Arthur Ross|Steven Robert Ross
1552::Secret Adventures of Tom Thumb, The::Nick Upton|Deborah Collard|Frank Passingham|John Schofield|Mike Gifford|Robert Heath|George Brandt|Andy Davis|Dave Alex Riddett|Andy Joyce|Richard Starzak|Tim Norfolk|John Beedel|Andy McCormack|Brett Lane
1553::Condition Red::James Russo|Cynda Williams|Paul Calderon|Victor Argo|Jonathan Shaw|Verrone Romeoletti|Cedric Turner|Matthew Styles|Richard Boes|Andre Degas|John Ashton|Ana Ortiz|Amanda Foster|Donna Ryan|Monique Cintron
1554::Yankee Zulu::Nonez|Nonez
1555::Aparajito::Kamala Adhikari|Lalchand Banerjee|Kali Bannerjee|Kanu Bannerjee|Karuna Bannerjee|Panchanan Bhattacharya|Debabrata Chakraborty|Harendrakumar Chakravarti|Hemanta Chatterjee|Meenakshi Devi|Subodh Ganguli|Smaran Ghosal|Charuprakash Ghosh|Santi Gupta|Ajay Mitra
1556::Hostile Intentions::Tia Carrere|Rigg Kennedy|Lisa Dean Ryan|Tricia Leigh Fisher|Carlos Gómez|Roman Cisneros|Luis Antonio Ramos|Ramón Franco|Geoffrey Rivas|Christina Solis|Oscar Peralta|Romeo Fabian|Francisco Aragon|Martha Romo|Mark Adair-Rios
1557::Clean Slate::Philippe Noiret|Isabelle Huppert|Jean-Pierre Marielle|Stéphane Audran|Eddy Mitchell|Guy Marchand|Irène Skobline|Michel Beaune|Jean Champion|Victor Garrivier|Gérard Hernandez|Abdoulaye Diop|Daniel Langlet|François Perrot|Raymond Hermantier
1558::Tigrero: A Film That Was Never Made::Samuel Fuller|Jim Jarmusch
1559::Eye of Vichy, The::Nonez|Nonez
1560::Promise, The::Meret Becker|Corinna Harfouch|Anian Zollner|August Zirner|Susanne Ugé|Eva Mattes|Pierre Besson|Hans Kremer|Dieter Mann|Simone von Zglinicki|Ruth Glöss|Christian Herschmann|Joerg Meister|Jean-Yves Gautier|Ulrike Krumbiegel
1561::To Cross the Rubicon::Patricia Royce|Lorraine Devon Wilke|JD Souther|Wade Madsen|Billy Burke|Bruce P. Young|David Crosby|Mark Jenkins|Susan Drummond|Jeffrey Dean Morgan|Art Kahn|Piper Henry|Mike Williams|Randy Dixon|Mark Dempsey
1562::Daens::Jan Decleir|Gérard Desarthe|Antje de Boeck|Michael Pas|Karel Baetens|Julien Schoenaerts|Wim Meuwissen|Brit Alen|Johan Leysen|Idwig Stephane|Linda van Dyck|Jappe Claes|Brenda Bertin|Alex Wilequet|Rik Hancké
1563::Man from Down Under, The::Charles Laughton|Binnie Barnes|Richard Carlson|Donna Reed|Christopher Severn|Clyde Cook|Stephen McNally|Arthur Shields|Evelyn Falke|Hobart Cavanaugh|André Charlot
1564::Careful::Kyle McCulloch|Gosia Dobrowolska|Sarah Neville|Brent Neale|Paul Cox|Victor Cowie|Michael O'Sullivan|Vince Rimmer|Katya Gardner|Jackie Burroughs|Ross McMillan|Leith Clark|Glen Hubich|Brendan Carruthers|George Toles
1565::Vermont Is For Lovers::George Thrush|Marya Cohn|Ann O'Brien|Euclid Farnham|Ann Milliman|Jeramiah Mullen
1566::Vie est belle, La::Nonez|Nonez
1567::Quartier Mozart::Pauline Andela|Jimmy Biyona|Essindi Mindja|Sandrine Ola'a
1568::Touki Bouki::Magaye Niang|Myriam Niang|Aminata Fall|Ousseynou Diop|Josephine Baker|Christoph Colomb|Ndou Labia|Mustapha Ture
1569::Wend Kuuni::Serge Yanogo|Rosine Yanogo|Joseph Nikiema|Colette Kaboré|Simone Tapsoba|Yaya Wima|Martine Ouedraogo|Boucare Ouedraogo|Mohammed Thiombiano|Jean Ouedraogo|Augustine Yameogo|Naba Liguidi|Bernadette Nombre|Saidou Ouedraogo|Georgette Zongo
1570::Spirits of the Dead::Brigitte Bardot|Alain Delon|Jane Fonda|Terence Stamp|James Robertson Justice|Salvo Randone|Françoise Prévost|Peter Fonda|Marlène Alexandre|David Bresson|Katia Christine|Peter Dane|Georges Douking|Philippe Lemaire|Carla Marlier
1571::Pharaoh's Army::Chris Cooper|Patricia Clarkson|Kris Kristofferson|Robert Joy|Richard Tyson|Frank Clem|Huckleberry Fox|Will Lucas|Mac Miles|Robert P. Sampson Jr.|Maude Mitchell|Rebecca Ryland|Scott Coffman|Gale Wilson|Stacie Coffman
1572::I, Worst of All::Assumpta Serna|Dominique Sanda|Héctor Alterio|Lautaro Murúa|Graciela Araujo|Alberto Segado|Gerardo Romano|Franklin Caicedo|Hugo Soto|Margara Alonso|Lidia Catalano|Margarita Padín|Alejandra Colunga|Rosario Bléfari|Felisa Rocha
